Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
TXN,Thioredoxin,Protein Coding,P10599,52,GC09M110243,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN
UGDH,UDP-Glucose 6-Dehydrogenase,Protein Coding,O60701,52,GC04M039502,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGDH
SNAI2,Snail Family Transcriptional Repressor 2,Protein Coding,O43623,51,GC08M048917,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI2
H2AX,H2A.X Variant Histone,Protein Coding,P16104,50,GC11M119408,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AX
ALOXE3,Arachidonate Lipoxygenase 3,Protein Coding,Q9BYJ1,49,GC17M013542,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOXE3
EREG,Epiregulin,Protein Coding,O14944,49,GC04P074366,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EREG
SLX1A-SULT1A3,SLX1A-SULT1A3 Readthrough (NMD Candidate),RNA Gene,,16,GC16P047733,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLX1A-SULT1A3
TRE-TTC3-1,TRNA-Glu (Anticodon TTC) 3-1,RNA Gene,,11,GC01P018380,1.245345235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRE-TTC3-1
CTSB,Cathepsin B,Protein Coding,P07858,58,GC08M011842,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB
CYB5A,Cytochrome B5 Type A,Protein Coding,P00167,50,GC18M074250,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5A
ATP5F1E,ATP Synthase F1 Subunit Epsilon,Protein Coding,P56381,49,GC20M059026,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1E
BACH1,BTB Domain And CNC Homolog 1,Protein Coding,O14867,48,GC21P029194,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACH1
CYBRD1,Cytochrome B Reductase 1,Protein Coding,Q53TN4,46,GC02P171522,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBRD1
IFNA1,Interferon Alpha 1,Protein Coding,P01562,46,GC09P021647,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1
MT-CYB,Mitochondrially Encoded Cytochrome B,Protein Coding,P00156,38,GCMTP014749,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB
MIR146A,MicroRNA 146a,RNA Gene,,25,GC05P160485,1.209504485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A
FLT4,Fms Related Receptor Tyrosine Kinase 4,Protein Coding,P35916,59,GC05M182184,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT4
PPARGC1A,PPARG Coactivator 1 Alpha,Protein Coding,Q9UBK2,54,GC04M023755,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1A
VEGFC,Vascular Endothelial Growth Factor C,Protein Coding,P49767,54,GC04M176683,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC
IRF1,Interferon Regulatory Factor 1,Protein Coding,P10914,53,GC05M132440,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1
SELP,Selectin P,Protein Coding,P16109,52,GC01M169558,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELP
CS,Citrate Synthase,Protein Coding,O75390,51,GC12M056271,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS
TOP1MT,DNA Topoisomerase I Mitochondrial,Protein Coding,Q969P6,48,GC08M143304,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP1MT
CSF3,Colony Stimulating Factor 3,Protein Coding,P09919,47,GC17P040015,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3
MIR133B,MicroRNA 133b,RNA Gene,,24,GC06P052148,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133B
MIR200B,MicroRNA 200b,RNA Gene,,24,GC01P001167,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200B
BANCR,BRAF-Activated Non-Protein Coding RNA,RNA Gene,,17,GC09M069296,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANCR
MIR4651,MicroRNA 4651,RNA Gene,,16,GC07P075915,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4651
SNORD78,"Small Nucleolar RNA, C/D Box 78",RNA Gene,,16,GC01M174770,1.166990638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD78
MTOR,Mechanistic Target Of Rapamycin Kinase,Protein Coding,P42345,62,GC01M011106,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR
BRAF,"B-Raf Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P15056,61,GC07M140751,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF
JAK2,Janus Kinase 2,Protein Coding,O60674,60,GC09P004985,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2
HDAC9,Histone Deacetylase 9,Protein Coding,Q9UKV0,56,GC07P018086,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9
HPRT1,Hypoxanthine Phosphoribosyltransferase 1,Protein Coding,P00492,55,GC0XP134460,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1
HMGCR,3-Hydroxy-3-Methylglutaryl-CoA Reductase,Protein Coding,P04035,53,GC05P075336,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR
G6PC1,Glucose-6-Phosphatase Catalytic Subunit 1,Protein Coding,P35575,51,GC17P079560,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC1
CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,P09341,49,GC04P073869,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
PSMC6,"Proteasome 26S Subunit, ATPase 6",Protein Coding,P62333,46,GC14P052707,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC6
TAGLN2,Transgelin 2,Protein Coding,P37802,46,GC01M159918,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGLN2
USF2,"Upstream Transcription Factor 2, C-Fos Interacting",Protein Coding,Q15853,46,GC19P035268,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF2
YTHDF2,YTH N6-Methyladenosine RNA Binding Protein F2,Protein Coding,Q9Y5A9,44,GC01P029588,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF2
MIR34B,MicroRNA 34b,RNA Gene,,24,GC11P112123,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34B
MIR181B2,MicroRNA 181b-2,RNA Gene,,23,GC09P124693,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B2
MIR33B,MicroRNA 33b,RNA Gene,,22,GC17M017813,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33B
MIR4516,MicroRNA 4516,RNA Gene,,18,GC16P045948,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4516
MIR4284,MicroRNA 4284,RNA Gene,,16,GC07P073711,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4284
MIR4306,MicroRNA 4306,RNA Gene,,13,GC13P099643,1.111585498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4306
ABALON,Apoptotic BCL2L1-Antisense Long Non-Coding RNA,RNA Gene,,16,GC20P031721,1.063695431,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABALON
ODC1,Ornithine Decarboxylase 1,Protein Coding,P11926,55,GC02M010432,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC1
NKX3-1,NK3 Homeobox 1,Protein Coding,Q99801,47,GC08M023678,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX3-1
MIR1-1,MicroRNA 1-1,RNA Gene,,22,GC20P063783,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1-1
MIR1-2,MicroRNA 1-2,RNA Gene,,19,GC18M030228,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1-2
MIR1267,MicroRNA 1267,RNA Gene,,15,GC13M107531,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1267
RNY5,"RNA, Ro60-Associated Y5",RNA Gene,,14,GC07P148941,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY5
MIR5683,MicroRNA 5683,RNA Gene,,10,GC06P006171,1.016311288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5683
VHL,Von Hippel-Lindau Tumor Suppressor,Protein Coding,P40337,54,GC03P014626,0.981095672,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL
CSNK2A2,Casein Kinase 2 Alpha 2,Protein Coding,P19784,53,GC16M058157,0.969291031,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2
SNORD97,"Small Nucleolar RNA, C/D Box 97",RNA Gene,,18,GC11M011280,0.961512089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD97
IGFBP3,Insulin Like Growth Factor Binding Protein 3,Protein Coding,P17936,53,GC07M045912,0.929935694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3
MIR494,MicroRNA 494,RNA Gene,,19,GC14P112755,0.894094884,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494
MT-RNR1,Mitochondrially Encoded 12S RRNA,RNA Gene,A0A0C5B5G6,18,GCMTP000642,0.894094884,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR1
LEF1-AS1,LEF1 Antisense RNA 1,RNA Gene,,22,GC04P108167,0.851581037,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1-AS1
SOD2,Superoxide Dismutase 2,Protein Coding,P04179,54,GC06M159669,0.845401406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
SLC23A1,Solute Carrier Family 23 Member 1,Protein Coding,Q9UHI7,48,GC05M139367,0.845401406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A1
MIR125B2,MicroRNA 125b-2,RNA Gene,,24,GC21P016590,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125B2
LINC00460,Long Intergenic Non-Protein Coding RNA 460,RNA Gene,,20,GC13P106376,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00460
MIR338,MicroRNA 338,RNA Gene,,20,GC17M081185,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR338
FAM225A,Family With Sequence Similarity 225 Member A,RNA Gene,,18,GC09P113112,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM225A
MIR320B1,MicroRNA 320b-1,RNA Gene,,18,GC01P116671,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320B1
MIR320B2,MicroRNA 320b-2,RNA Gene,,17,GC01M224257,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320B2
LINC03098,Long Intergenic Non-Protein Coding RNA 3098,RNA Gene,,12,GC0XP119296,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03098
ENSG00000243902,Extracellular Leucine Rich Repeat And Fibronectin Type III Domain Containing 2,Uncategorized,,9,GC22M068184,0.796175897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000243902
ELAVL1,ELAV Like RNA Binding Protein 1,Protein Coding,Q15717,48,GC19M007958,0.745152473,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1
HBB,Hemoglobin Subunit Beta,Protein Coding,P68871,52,GC11M008309,0.716688991,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB
HBA1,Hemoglobin Subunit Alpha 1,Protein Coding,P69905,49,GC16P021338,0.716688991,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA1
SLC47A1,Solute Carrier Family 47 Member 1,Protein Coding,Q96FL8,46,GC17P019495,0.716688991,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A1
LTF,Lactotransferrin,Protein Coding,P02788,52,GC03M046435,0.713576078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTF
TBX21,T-Box Transcription Factor 21,Protein Coding,Q9UL17,52,GC17P047733,0.713576078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21
USP10,Ubiquitin Specific Peptidase 10,Protein Coding,Q14694,50,GC16P084702,0.713576078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP10
PGR-AS1,PGR Antisense RNA 1,RNA Gene,,13,GC11P101131,0.669304729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR-AS1
LOC107980440,ABL Breakpoint Recombination Region,Functional Element,,4,GC09P130710,0.669304729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107980440
LOC107963955,BCR-ABL Major-Breakpoint Cluster Region,Functional Element,,3,GC22P053226,0.669304729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107963955
PLA2G6,Phospholipase A2 Group VI,Protein Coding,O60733,54,GC22M069811,0.665682852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G6
WRN,WRN RecQ Like Helicase,Protein Coding,Q14191,53,GC08P031033,0.665682852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN
ABCA5,ATP Binding Cassette Subfamily A Member 5,Protein Coding,Q8WWZ7,49,GC17M069244,0.665682852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA5
SULT2B1,Sulfotransferase Family 2B Member 1,Protein Coding,O00204,52,GC19P048552,0.656111717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2B1
SLC22A2,Solute Carrier Family 22 Member 2,Protein Coding,O15244,50,GC06M160207,0.643052816,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A2
IGF1,Insulin Like Growth Factor 1,Protein Coding,P05019,55,GC12M102395,0.614505529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1
NR1I3,Nuclear Receptor Subfamily 1 Group I Member 3,Protein Coding,Q14994,51,GC01M161229,0.614505529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I3
DNAH8,Dynein Axonemal Heavy Chain 8,Protein Coding,Q96JB1,45,GC06P104260,0.614505529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH8
DUSP19,Dual Specificity Phosphatase 19,Protein Coding,Q8WTR2,45,GC02P183078,0.614505529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP19
PFKP,"Phosphofructokinase, Platelet",Protein Coding,Q01813,52,GC10P003066,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKP
EIF2AK1,Eukaryotic Translation Initiation Factor 2 Alpha Kinase 1,Protein Coding,Q9BQI3,50,GC07M006022,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK1
FADS2,Fatty Acid Desaturase 2,Protein Coding,O95864,50,GC11P061792,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2
DEGS1,"Delta 4-Desaturase, Sphingolipid 1",Protein Coding,O15121,49,GC01P224175,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEGS1
FADS1,Fatty Acid Desaturase 1,Protein Coding,O60427,49,GC11M061799,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS1
SNORD118,"Small Nucleolar RNA, C/D Box 118",RNA Gene,,22,GC17M013550,0.582929134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD118
DHFR,Dihydrofolate Reductase,Protein Coding,P00374,55,GC05M080626,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR
WNT3A,Wnt Family Member 3A,Protein Coding,P56704,54,GC01P230033,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A
HSPH1,Heat Shock Protein Family H (Hsp110) Member 1,Protein Coding,Q92598,48,GC13M031134,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1
ME1,Malic Enzyme 1,Protein Coding,P48163,48,GC06M083210,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME1
ZFP36,ZFP36 Ring Finger Protein,Protein Coding,P26651,45,GC19P039406,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP36
LGALS4,Galectin 4,Protein Coding,P56470,44,GC19M079540,0.547088325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4
HRAS,"HRas Proto-Oncogene, GTPase",Protein Coding,P01112,59,GC11M007933,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS
ACE2,Angiotensin Converting Enzyme 2,Protein Coding,Q9BYF1,56,GC0XM015494,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE2
APC,APC Regulator Of WNT Signaling Pathway,Protein Coding,P25054,56,GC05P112707,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APC
HSPD1,Heat Shock Protein Family D (Hsp60) Member 1,Protein Coding,P10809,56,GC02M197486,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1
PGR,Progesterone Receptor,Protein Coding,P06401,56,GC11M109955,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR
CAV1,Caveolin 1,Protein Coding,Q03135,55,GC07P116524,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1
PLA2G4A,Phospholipase A2 Group IVA,Protein Coding,P47712,54,GC01P186798,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4A
PTGS1,Prostaglandin-Endoperoxide Synthase 1,Protein Coding,P23219,53,GC09P122370,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1
ATG5,Autophagy Related 5,Protein Coding,Q9H1Y0,52,GC06M106045,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG5
CXCL10,C-X-C Motif Chemokine Ligand 10,Protein Coding,P02778,51,GC04M076021,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL10
UBC,Ubiquitin C,Protein Coding,P0CG48,50,GC12M124911,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC
ATG16L1,Autophagy Related 16 Like 1,Protein Coding,Q676U5,49,GC02P233267,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG16L1
UGT2B17,UDP Glucuronosyltransferase Family 2 Member B17,Protein Coding,O75795,48,GC04M068537,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B17
PPP1R13B,Protein Phosphatase 1 Regulatory Subunit 13B,Protein Coding,Q96KQ4,44,GC14M103733,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R13B
HIGD2A,HIG1 Hypoxia Inducible Domain Family Member 2A,Protein Coding,Q9BW72,41,GC05P176388,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIGD2A
MIR146B,MicroRNA 146b,RNA Gene,,24,GC10P102436,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B
MIR181A2,MicroRNA 181a-2,RNA Gene,,23,GC09P124692,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2
MIR181C,MicroRNA 181c,RNA Gene,,22,GC19P082713,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181C
MIR484,MicroRNA 484,RNA Gene,,22,GC16P046278,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR484
MIR1275,MicroRNA 1275,RNA Gene,,21,GC06M081042,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1275
MIR181A1,MicroRNA 181a-1,RNA Gene,,21,GC01M198860,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1
MIR181D,MicroRNA 181d,RNA Gene,,20,GC19P013874,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181D
MIR361,MicroRNA 361,RNA Gene,,19,GC0XM085903,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR361
MIR519E,MicroRNA 519e,RNA Gene,,19,GC19P083872,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR519E
MIR18B,MicroRNA 18b,RNA Gene,,17,GC0XM134378,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18B
MIR940,MicroRNA 940,RNA Gene,,17,GC16P002271,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR940
MIR4467,MicroRNA 4467,RNA Gene,,14,GC07P102471,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4467
LOC110467516,CYP1A2 5' Regulatory Region,Functional Element,,3,GC15P074744,0.504574478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110467516
AMY1A,Amylase Alpha 1A,Protein Coding,P0DUB6,39,GC01P103651,0.470708877,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1A
THRB,Thyroid Hormone Receptor Beta,Protein Coding,P10828,56,GC03M024117,0.463941038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRB
MAPK12,Mitogen-Activated Protein Kinase 12,Protein Coding,P53778,54,GC22M068329,0.463941038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12
MAPK11,Mitogen-Activated Protein Kinase 11,Protein Coding,Q15759,53,GC22M050263,0.463941038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK11
MAPK13,Mitogen-Activated Protein Kinase 13,Protein Coding,O15264,53,GC06P104233,0.463941038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13
CALR,Calreticulin,Protein Coding,P27797,58,GC19P012938,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR
ELANE,"Elastase, Neutrophil Expressed",Protein Coding,P08246,58,GC19P005575,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELANE
TERT,Telomerase Reverse Transcriptase,Protein Coding,O14746,58,GC05M001253,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERT
EPAS1,Endothelial PAS Domain Protein 1,Protein Coding,Q99814,57,GC02P046293,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPAS1
PRKAA2,Protein Kinase AMP-Activated Catalytic Subunit Alpha 2,Protein Coding,P54646,57,GC01P056645,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2
TF,Transferrin,Protein Coding,P02787,57,GC03P136239,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF
ATF6,Activating Transcription Factor 6,Protein Coding,P18850,55,GC01P161766,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6
CP,Ceruloplasmin,Protein Coding,P00450,55,GC03M149162,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
GLUL,Glutamate-Ammonia Ligase,Protein Coding,P15104,55,GC01M182378,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL
HMGB1,High Mobility Group Box 1,Protein Coding,P09429,55,GC13M030456,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
TPO,Thyroid Peroxidase,Protein Coding,P07202,55,GC02P001374,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO
APAF1,Apoptotic Peptidase Activating Factor 1,Protein Coding,O14727,54,GC12P098645,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1
CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,Protein Coding,P16410,54,GC02P203854,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4
ETS1,"ETS Proto-Oncogene 1, Transcription Factor",Protein Coding,P14921,54,GC11M128458,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1
MIF,Macrophage Migration Inhibitory Factor,Protein Coding,P14174,54,GC22P023894,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
PAFAH1B1,Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1,Protein Coding,P43034,54,GC17P002593,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1
PDCD1,Programmed Cell Death 1,Protein Coding,Q15116,54,GC02M241849,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1
ZEB2,Zinc Finger E-Box Binding Homeobox 2,Protein Coding,O60315,54,GC02M144384,0.449169368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB2
